order	lemma	pos	verdict	fix	why	gloss
2767	malina	NOUN	ok			малина (аналогично русскому слову) в знач. растение
2769	arsenal	NOUN	ok			арсенал
2770	pokojnik	NOUN	ok			покойник; мертвец
2771	gladijator	NOUN	ok			гладиатор
2773	algoritam	NOUN	ok			алгоритм
2774	dijalog	NOUN	ok			диалог
2775	kapitalizam	NOUN	ok			капитализм
2776	aura	NOUN	ok			аура
2783	idiotski	ADJ	ok			идиотский
2784	vegetarijanac	NOUN	ok			вегетарианец
2785	geolog	NOUN	ok			геолог
2788	tampon	NOUN	ok			тампон
2792	gel	NOUN	ok			хим. гель
2794	glupak	NOUN	ok			глупец, дурак
2797	literatura	NOUN	ok			литература
2802	korito	NOUN	ok			корыто; русло реки
2804	licenca	NOUN	ok			лицензия
2806	mula	NOUN	gloss	мулла	толкование неверно: мулла — исламский священнослужитель, не мулла	мулла
2807	mah	NOUN	ok			мох
2811	alternativan	ADJ	ok			альтернативный
2812	nerazuman	ADJ	ok			неразумный
2813	avijacija	NOUN	ok			авиация, воздухоплавание; авиация, воздушный флот
2816	teleportacija	NOUN	ok			телепортация
2819	brijač	NOUN	gloss	brijač — brijač je onaj koji brije, a brijač može biti i nož za brijanje	толкование описывает инструмент, а слово означает человека	бритва
2821	spora	NOUN	ok			биол. спора
2823	smrtnost	NOUN	ok			смертность (количество случаев смерти)
2824	paradoks	NOUN	ok			парадокс
2826	optimist	NOUN	ok			оптимист
2832	minimalan	ADJ	ok			минимальный; наименьший
2835	konzul	NOUN	ok			консул
2838	uzda	NOUN	ok			узда, вожжа, повод
2842	broš	NOUN	ok			брошь, брошка
2843	kobra	NOUN	ok			кобра (аналогично русскому слову)
2847	kubanski	ADJ	ok			кубинский
2848	izliv	NOUN	ok			излияние; разлив (реки)
2851	jod	NOUN	gloss	йод	толкование даёт русское название химического элемента, а не черногорское слово	хим. иод (йод)
2852	bambus	NOUN	ok			ботан. бамбук
2854	herojski	ADJ	ok			героический, геройский
2857	flauta	NOUN	ok			флейта
2858	imigrant	NOUN	ok			иммигрант
2860	avans	NOUN	ok			фин. аванс; задаток
2861	singl	NOUN	ok			сингл
2863	solidarnost	NOUN	ok			солидарность
2868	migrena	NOUN	ok			мед. мигрень, гемикрания
2870	vepar	NOUN	ok			кабан, вепрь, дикая свинья
2871	varijacija	NOUN	ok			вариация
2873	pedofil	NOUN	ok			педофил
2877	izobilje	NOUN	ok			изобилие, обилие
2878	kolekcionar	NOUN	ok			коллекционер
2887	balerina	NOUN	ok			балерина
2890	hoditi	VERB	ok			ходить
2894	manipulacija	NOUN	ok			манипуляция
2895	revolucionar	NOUN	ok			революционер
2899	liker	NOUN	gloss	ликёр	толкование неверно: liker — это напиток, а не ликёр в смысле того, кто ставит лайки	ликёр
2900	kljun	NOUN	ok			анат. клюв
2904	palma	NOUN	ok			пальма
2906	meditacija	NOUN	ok			медитация
2907	čitalac	NOUN	ok			читатель
2908	menstruacija	NOUN	ok			физиол. менструация
2910	nezavisno	ADV	ok			независимо
2912	savana	NOUN	ok			геогр. саванна
2919	kupnja	NOUN	ok			покупка, купля
2921	talk	NOUN	ok			минер. тальк
2924	radikalan	ADJ	ok			радикальный
2925	misionar	NOUN	ok			миссионер
2926	stolar	NOUN	ok			столяр
2929	ultimatum	NOUN	ok			ультиматум
2931	svinjac	NOUN	ok			свинарник, хлев, свинарня
2936	surogat	NOUN	ok			суррогат
2937	advokatski	ADJ	ok			адвокатский
2938	temperament	NOUN	ok			темперамент (аналогично русскому слову)
2940	simfonija	NOUN	ok			симфония
2941	barikada	NOUN	ok			баррикада
2943	čakra	NOUN	ok			чакра
2946	frakcija	NOUN	ok			полит. фракция
2947	imitacija	NOUN	ok			имитация
2950	kube	NOUN	gloss	купол	толкование неверно: kube — это архитектурный термин, но толкование даёт неправильный перевод	архит. купол
2952	analitičar	NOUN	ok			аналитик
2953	rasizam	NOUN	ok			расизм
2954	opozicija	NOUN	ok			оппозиция
2955	tuba	NOUN	ok			туба, тюбик
2956	biljan	ADJ	drop_name	Билян — это имя собственное, а не нарицательное прилагательное	это личное имя или фамилия	Билян
2957	malarija	NOUN	ok			мед. малярия
2959	sifilis	NOUN	ok			мед. сифилис
2960	obruč	NOUN	ok			обруч
2961	kateter	NOUN	ok			катетер
2962	lokomotiva	NOUN	ok			локомотив
2972	plivač	NOUN	ok			пловец
2973	vidljivost	NOUN	ok			видимость
2974	podvig	NOUN	ok			подвиг (аналог русск. слову)
2979	metabolizam	NOUN	ok			биол. метаболизм
2981	optimizam	NOUN	ok			оптимизм
2986	marioneta	NOUN	ok			марионетка
2987	pijanist	NOUN	ok			пианист
2992	skeč	NOUN	ok			театр. скетч
2994	cijanid	NOUN	ok			хим. цианид
2996	puma	NOUN	ok			зоол. пума (аналогично русскому слову)
2997	pupak	NOUN	ok			анат. пуп, пупок
2998	gluh	ADJ	ok			глухой
3000	poslovica	NOUN	ok			пословица (аналогично русскому слову)
3003	prodavačica	NOUN	ok			продавщица
3004	galon	NOUN	ok			галлон
3005	kotao	NOUN	ok			котёл
3006	konstantin	ADJ	drop_name	Konstantin je ime, ne pridev	Konstantin je muško ime, ne pridev	Константин
3007	cilindar	NOUN	ok			геометр. цилиндр
3009	okno	NOUN	ok			архит. окно; горн. шахта
3012	obilje	NOUN	ok			изобилие, обилие
3013	gramofon	NOUN	ok			граммофон
3015	genocid	NOUN	ok			геноцид (аналогично русскому слову)
3018	manikir	NOUN	ok			маникюр
3019	činovnik	NOUN	ok			чиновник
3020	sabotaža	NOUN	ok			саботаж
3022	obim	NOUN	ok			матем. объём; размах, объём, диапазон, охват
3024	bedro	NOUN	ok			анат. бедро (аналогично русскому слову)
3029	tofu	NOUN	ok			тофу
3030	rastvor	NOUN	ok			раствор
3032	gong	NOUN	ok			гонг
3035	kruška	NOUN	ok			груша (плод); груша (растение)
3038	gord	ADJ	ok			гордый
3039	šaman	NOUN	ok			этногр. шаман (аналогично русскому слову)
3040	bratić	NOUN	gloss	bratić	cousin (mali brat, rodbina)	?
3043	jajce	NOUN	drop_name	Jajce je grad u Bosni	Jajce je toponim, ne obično ime	Яйце
3045	zarez	NOUN	ok			запятая
3047	matematičar	NOUN	ok			математик
3048	egzorcizam	NOUN	ok			экзорцизм
3051	đumbir	NOUN	ok			имбирь
3053	struna	NOUN	ok			струна
3054	mineral	NOUN	ok			минерал
3055	šuškati	VERB	ok			шуршать, шелестеть; болтать, шушукаться
3056	biolog	NOUN	ok			биолог (аналогично русскому слову)
3057	menadžment	NOUN	ok			менеджмент
3059	manifest	NOUN	ok			манифест
3061	tiranija	NOUN	ok			тирания
3062	kaktus	NOUN	ok			ботан. кактус (аналогично русскому слову)
3065	kobila	NOUN	ok			зоол. кобыла
3067	kolaps	NOUN	ok			коллапс
3068	bliskost	NOUN	ok			близость
3069	reforma	NOUN	ok			реформа (аналогично русскому слову)
3072	kopito	NOUN	ok			копыто
3073	bibliotekar	NOUN	ok			библиотекарь
3074	učtiv	ADJ	ok			вежливый, учтивый
3076	holesterol	NOUN	ok			холестерин
3077	bag	NOUN	ok			комп. баг, ошибка в программе; жучок, устройство для прослушки
3078	radioaktivan	ADJ	ok			физ. радиоактивный
3080	konfederacija	NOUN	ok			конфедерация
3081	nostalgija	NOUN	ok			ностальгия
3083	paragraf	NOUN	ok			параграф (аналогично русскому слову)
3085	mistik	NOUN	ok			книжн. мистик
3086	veto	NOUN	ok			вето (аналогично русскому слову)
3088	dispečer	NOUN	ok			диспетчер
